public_id,name,name_en,type,country,region,focus,instruments,role,fb_url,ig_url,youtube_url,x_url,threads_url,tiktok_url,website_url,opentix_query,keywords
192,建中口琴社,CKHC 64th,學校社團,臺灣,臺灣/臺北,建國中學/學校社團/臺北,口琴,學校社團,,https://www.instagram.com/ckhc_64th/,https://www.youtube.com/@ckhc3423,,https://www.threads.net/@ckhc_64th,,https://sites.google.com/view/ckhc-harmonica-club/%E9%A6%96%E9%A0%81,,建中口琴社 CKHC 64th 口琴社
193,成大口琴社,NCKU Harmonica Club,學校社團,臺灣,臺灣/臺南,國立成功大學/學校社團/臺南,口琴,學校社團,https://www.facebook.com/NCKU.harmonica.club/,https://www.instagram.com/ncku_harmonicaclub/,https://www.youtube.com/@%E6%88%90%E5%A4%A7%E5%8F%A3%E7%90%B4%E7%A4%BE,,,,http://stud.adm.ncku.edu.tw/act/old_page/club3-8.html,,成大口琴社 NCKU Harmonica Club 口琴社
194,屏科大口琴社,NPUST HMC,學校社團,臺灣,臺灣/屏東,國立屏東科技大學/學校社團/屏東,口琴,學校社團,,https://www.instagram.com/npust.hmc/,,,,,https://osas.npust.edu.tw/alltop/module_npust/B6/B6B101_AcnIntroduction.php?p_no=B6B101,,屏科大口琴社 NPUST HMC 口琴社
195,彰女微光口琴社,CHGSH Harmonica,學校社團,臺灣,臺灣/彰化,彰化女中/學校社團/彰化,口琴,學校社團,,https://www.instagram.com/chgsh_harmonica/,,,,,,,彰女微光口琴社 CHGSH Harmonica 口琴社
196,彰師大白沙口琴社,NCUE Harmonica,學校社團,臺灣,臺灣/彰化,國立彰化師範大學/學校社團/彰化,口琴,學校社團,https://www.facebook.com/p/%E5%BD%B0%E5%B8%AB%E5%A4%A7%E7%99%BD%E6%B2%99%E5%8F%A3%E7%90%B4%E7%A4%BE-100063575904295/,https://www.instagram.com/harmonica_ncue/,https://www.youtube.com/channel/UCw8TcNJXpgX1Sf8CSUFKf1w,,,,https://hackmd.io/@NCUESA/ryeONV6C9,,彰師大白沙口琴社 NCUE Harmonica 口琴社
197,清華大學口琴社,NTHU Harmonica Club,學校社團,臺灣,臺灣/新竹,國立清華大學/學校社團/新竹,口琴,學校社團,https://www.facebook.com/nthuharmonica/,https://www.instagram.com/nthu_harmonica_club/,https://www.youtube.com/channel/UC9jltWvJkMzNa3p-mbTIINQ,,,,https://oz.nthu.edu.tw/~u9562333/harmonic/,,清華大學口琴社 NTHU Harmonica Club 口琴社
198,陽明交大竹韻口琴社,Bamboo Melody Harmonica Club,學校社團,臺灣,臺灣/新竹,1968年創立/國立陽明交通大學學生社團/古典與流行口琴教學/獨奏重奏合奏/社內競賽與成果音樂會,半音階口琴/複音口琴/重奏與大合奏,大學學生社團/演出與人才培育,https://www.facebook.com/nycubmhc/,https://www.instagram.com/nycu_harmonica/,https://www.youtube.com/channel/UClIoDAYl9-jVnBpC4nFtHGw,,,,,,陽明交大竹韻口琴社 Bamboo Melody Harmonica Club NYCU 交通大學 1968 口琴社
199,高科大口琴社,NKUST Harmonica,學校社團,臺灣,臺灣/高雄,國立高雄科技大學/學校社團/高雄,口琴,學校社團,https://www.facebook.com/nkustharmonica/,https://www.instagram.com/nkustharmonica/,,,,,https://nkustharmonica.jimdofree.com/law/,,高科大口琴社 NKUST Harmonica 口琴社
200,高雄中學口琴社,KSHS Harmonica,學校社團,臺灣,臺灣/高雄,高雄中學/學校社團/高雄,口琴,學校社團,https://www.facebook.com/kshsharmonicaclub/,https://www.instagram.com/kshs_harmonica/,,,,,,,高雄中學口琴社 KSHS Harmonica 口琴社
201,臺南一中口琴社,TNFSH Harmonica,學校社團,臺灣,臺灣/臺南,臺南一中/學校社團/臺南,口琴,學校社團,https://www.facebook.com/tnfsh107harmonica/,https://www.instagram.com/tnfsh_harmonica.club/,,,,,"https://www.tnfsh.tn.edu.tw/form/Details.aspx?Parser=28,4,28,,,,61",,臺南一中口琴社 TNFSH Harmonica 臺南一中口琴社
202,早稻田大學ハーモニカ・ソサィアティ,Waseda University Harmonica Society,學校社團,日本,日本/東京,1926年創設/早稻田大學公認學生社團/每年二至三場音樂會/口琴主奏合奏與影音紀錄,口琴合奏/ハモソ,大學學生社團/歷史性口琴合奏團,,https://www.instagram.com/wasehamo_waseda/,https://www.youtube.com/channel/UCEOv_Vq5jTdA7WKnEvA-08A,https://x.com/wasehamo,,,https://www.waseda.jp/inst/weekly/circleguide/detail/?id=3103,,早稻田大學 ハーモニカ ソサィアティ Waseda Harmonica Society 1926 ハモソ 口琴社
203,明治大學ハーモニカソサエティー,Meiji University Harmonica Society,學校社團,日本,日本/東京,明治大學公認音樂社團/口琴主奏大樂團/四大學聯合音樂會/2026招募,口琴/長笛/單簧管/吉他/貝斯/鍵盤/鼓與打擊樂,學校社團/學生大樂團,https://www.facebook.com/meijihamoso/,https://www.instagram.com/meiji_hamoso/,,https://x.com/meiji_hamoso,,,https://www.meijiunvshinkan.com/intabiyuqi-hua-shi-yan/%E3%83%8F%E3%83%BC%E3%83%A2%E3%83%8B%E3%82%AB%E3%82%BD%E3%82%B5%E3%82%A8%E3%83%86%E3%82%A3%E3%83%BC,,明治大學 ハーモニカソサエティー Meiji Harmonica Society MHS ハモソ 口琴社 2026 四大學聯合音樂會
204,中央大學リード合奏部ハーモニカ・ソサィエティー,Chuo University Harmonica Society,學校社團,日本,日本/東京,1929年創設/中央大學公認社團/口琴主奏大型樂團/管樂與節奏樂器跨編制/多曲風音樂會,口琴/管樂器/吉他貝斯/鼓與打擊樂器/鍵盤,大學學生社團/口琴主奏Big Band,,https://www.instagram.com/chuo_hamoso/,https://www.youtube.com/channel/UCpxbm4Ji491oR1Q33MGHRVw,https://x.com/chuo_hamoso,,,https://www.chuo-u.ac.jp/activities/club/culture/culture23/,,中央大學 リード合奏部 ハーモニカ ソサィエティー Chuo Harmonica Society 1929 big band ハモソ
205,立教大學ハーモニカ・ソサイアティー,Rikkyo University Harmonica Society,學校社團,日本,日本/東京,立教大學/學校社團/東京,口琴合奏/ハモソ,學校社團,,https://www.instagram.com/rikkyo_harmonica/,https://www.youtube.com/channel/UCfVo2Zjfxi0QBryeqUzxy2A,https://x.com/rikkyo_rhs,,,https://rikkyo-rhs.jimdofree.com/,,立教大學 ハーモニカ ソサイアティー Rikkyo Harmonica Society RHS ハモソ 口琴社
206,關西學院大學ハーモニカソサイアティ,Kwansei Gakuin University Harmonica Society,學校社團,日本,日本/兵庫/西宮,十種以上樂器的Big Band式合奏/四類合奏口琴與半音階口琴/木管、鍵盤、弦樂與打擊樂跨編制,半音階口琴/四類合奏口琴/長笛/手風琴/馬林巴/吉他貝斯/鼓與打擊樂器/鍵盤,大學學生社團/跨編制口琴Big Band,https://www.facebook.com/kg.hamoso/,https://www.instagram.com/kg_hamoso/,https://www.youtube.com/channel/UCbJuCgOCEQK8HxsX7A7ZCuQ,https://x.com/kg_hamoso,,,https://kghamoso.web.fc2.com/,,關西學院大學 関西学院大学 ハーモニカソサイアティ 関学ハモソ Kwansei Gakuin big band 口琴社
207,鹿兒島大學ハーモニカバンド,Kagoshima University Harmonica Band Capital Harmony,學校社團,日本,日本/鹿兒島,鹿兒島大學/學校社團/鹿兒島,口琴バンド/合奏,學校社團,,https://www.instagram.com/kadaihamo/,,https://x.com/kadaihamoban,,,https://kadaihamoban.wixsite.com/mysite,,鹿兒島大學 鹿児島大学 ハーモニカバンド Capital Harmony 口琴社
208,山形市立商業高等學校ハーモニカバンド部,Yamagata City Commercial High School Harmonica Band,學校社團,日本,日本/山形,山形市立商業高等學校/學校社團/山形,口琴バンド/合奏,學校社團,,,https://www.youtube.com/@山商産業調査部,,,,https://www.yamagatacity-ch.ed.jp/cd-cat/harmonica-band/,,山形市立商業高等學校 山形市立商業高等学校 ハーモニカバンド部 高校 口琴社
209,英皇書院同學會小學口琴隊,KCOBAPS Harmonica Band,學校/青年,香港,香港,英皇書院同學會小學/學校/青年/香港/首爾國際口琴節,口琴隊/半音階/學生合奏,學校團隊,https://www.facebook.com/kcobaps/,,,,,,https://www.kcobaps1.edu.hk/tc/%E9%9F%B3%E6%A8%82%E8%97%9D%E8%A1%93,,英皇書院同學會小學口琴隊 KCOBAPS Harmonica Band 首爾國際口琴節 SIHF 學生口琴隊 香港
210,聖保羅男女中學口琴隊,SPCC Harmonica Orchestra,學校社團,香港,香港,聖保羅男女中學/學校社團/香港,口琴樂團/學生合奏/學校音樂節,學校社團,,,,,,,https://www.spcc.edu.hk/explore/extra-curricular-activities,,聖保羅男女中學口琴隊 SPCC Harmonica Orchestra Hong Kong Schools Music Festival 學生口琴
211,新加坡國立大學口琴社,NUS Harmonica,學校社團,新加坡,新加坡/肯特崗,1981年成立/約160人學生口琴樂團/多元曲風合奏/校園藝術節與年度演出,半音階口琴/和弦口琴/低音口琴/口琴樂團,大學學生社團/大型學生口琴樂團,https://www.facebook.com/nusharmonica/,https://www.instagram.com/nusharmonica/,https://www.youtube.com/@NUSHO,,,,https://osa.nus.edu.sg/nusartsfestival/event/constellations-under-starlit-skies/,,新加坡國立大學口琴社 NUS Harmonica NUS Harmonica Orchestra 1981 160 members Singapore
212,南洋理工大學口琴社,NTU CAC Harmonica Band,學校社團,新加坡,新加坡/裕廊西,南洋理工大學/學校社團/裕廊西,口琴樂團/學生合奏,學校社團,https://www.facebook.com/NtuHarmonicaBand/,https://www.instagram.com/ntuhb/,,,,,https://ntucac.com/harmonica-band/,,南洋理工大學口琴社 NTU CAC Harmonica Band Singapore student harmonica
213,裕華中學口琴樂團,Yuhua Secondary School Harmonica Band,學校社團,新加坡,新加坡/裕廊西,裕華中學/學校社團/裕廊西,口琴樂團/CCA/SYF,學校社團,,https://www.instagram.com/yhhbfamily/,,,,,https://www.yuhuasec.moe.edu.sg/our-ccas/visual-performing-arts/harmonica-band/,,裕華中學口琴樂團 Yuhua Secondary School Harmonica Band SYF Singapore CCA
214,檳華女中口琴隊,PCGHS Harmonica Band,學校社團,馬來西亞,馬來西亞/檳城,檳華女子中學/學校社團/喬治市,口琴隊/學生合奏/比賽,學校社團,https://www.facebook.com/pcghsharmonica/,https://www.instagram.com/pcghs_harmonicaband/,,,,,,,檳華女中口琴隊 PCGHS Harmonica Band Penang Malaysia student harmonica
215,鍾靈中學口琴隊,CLHS Harmonica Band,學校社團,馬來西亞,馬來西亞/檳城,鍾靈中學/學校社團/日落洞,口琴隊/學生合奏/華校,學校社團,https://www.facebook.com/chunglingharmonica/,https://www.instagram.com/clhs_harmonicaband/,,,,,https://sites.google.com/view/clhsharmonica/home,,鍾靈中學口琴隊 CLHS Harmonica Band Chung Ling High School Penang Malaysia
216,武漢理工大學學生星一口琴協會,Wuhan University of Technology Xingyi Harmonica Association,學校社團,中國,中國/湖北,武漢理工大學/學校社團/武漢,口琴社/學生合奏/校園音樂會,學校社團,,,,,,,https://youth.whut.edu.cn/stfc/202606/t20260609_1402701.shtml,,武漢理工大學 星一口琴協會 Wuhan University of Technology Xingyi Harmonica Association 中國學生口琴
217,華中師範大學學生知音口琴社,CCNU Student Zhiyin Harmonica Club,學校社團,中國,中國/湖北/武漢,2008年成立/校園口琴普及/零基礎一對一教學/自編布魯斯、複音與半音階教學手冊/日常練習、音樂會與大型演出/2025年度四星級學生社團,十孔口琴/複音口琴/半音階口琴,學校社團/學生合奏/校園演出/口琴教學,,,,,,,https://www.ccnu.edu.cn/ccnuyouth/info/1300/56896.htm,,華中師範大學 知音口琴社 CCNU Zhiyin Harmonica Club 2008 四星級 零基礎 一對一 教學手冊 武漢 中國學生口琴
218,Evelyn Choong 鍾雪兒,Evelyn Choong,個人,馬來西亞,馬來西亞,世界口琴冠軍/演出/教學/個人帳號,半音階/口琴,國際演出人員/教育者,https://www.facebook.com/evelyn.choong.3/,https://www.instagram.com/evelyn_harmonica/,,,,,,,Evelyn Choong 鍾雪兒 evelyn_harmonica World Harmonica Champion Aiden N Evelyn harmonica
219,IniXial Harmonica Ensemble 源創口琴樂團,IniXial Harmonica Ensemble,團體,臺灣,臺灣,重奏/公演/新興團體/創作編曲,半音階/倍低音/和弦/口琴重奏,演出團體,https://www.facebook.com/profile.php?id=61590218560112,https://www.instagram.com/inixial.muse/,https://www.youtube.com/@IniXialMuse,,https://www.threads.net/@inixial.muse,,,,IniXial Harmonica Ensemble 源創口琴樂團 IniXial 口琴樂團 創作 編曲
220,菜鳥琴老師很菜,chindiary_harmonica,個人,臺灣,臺灣/中彰投,中彰投口琴教學/演出/推廣,口琴,演出人員/教學者,https://www.facebook.com/chin.diary,https://www.instagram.com/chindiary_harmonica/,https://www.youtube.com/channel/UCLtiB8YOa0dSd4i6N4YKfVQ,,https://www.threads.net/@chindiary_harmonica,,,,菜鳥琴老師很菜 chindiary_harmonica 口琴 彰化 臺中 南投
221,吹口琴的小园园,Yuanyuan Harmonica,個人,中國,中國/北京,藍調口琴演奏與大眾推廣/師從張曉松並加入藍調口琴網/《园园口琴教室》系列教學/經典老歌、流行與影視曲改編/十孔及半音階口琴影音內容,十孔口琴/藍調口琴/半音階口琴,演出人員/口琴教育影音創作者/藍調口琴推廣者,,,https://www.youtube.com/@yuanyuanharmonica,,,,,,吹口琴的小园园 Yuanyuan Harmonica 園園 北京 藍調口琴網 張曉松 园园口琴教室 十孔 半音階 經典老歌 流行 教學 推廣
222,Do Not Disturb Harmonica Ensemble,Do Not Disturb Harmonica Ensemble,團體,臺灣,臺灣,新生代口琴重奏/半音階、低音與和弦口琴編制/2026臺灣口琴音樂節前導音樂會與午間音樂會演出,半音階口琴/低音口琴/和弦口琴/口琴重奏,演出團體/青年團體,,https://www.instagram.com/donotdisturbharmonicaensemble/,,,,,,口琴,Do Not Disturb Harmonica Ensemble donotdisturbharmonicaensemble 口琴 重奏 THMF 2026 臺灣口琴音樂節 前導音樂會 午間音樂會
223,El Caminito 엘 까미니또,El Caminito,團體,韓國,韓國/首爾,Nuevo Tango/世界音樂/口琴與鋼琴二重奏/2017首張專輯Primavera/作曲與演出,半音階口琴/鋼琴,國際演出團體/二重奏,https://www.facebook.com/duo.elcaminito/,https://www.instagram.com/elcaminito_official/,https://www.youtube.com/channel/UCaHrTB0aiwNv-9wCSeB8eKg,,,,https://www.cjazit.org/support/tune-up/entry/64/26710?p=26,,El Caminito 엘까미니또 Choi Heejung 최희중 Nayoung Myung 명나영 harmonica piano Nuevo Tango Primavera 2017 Korea
224,Easttop Harmonicas,Easttop Harmonicas,品牌/樂器製造商,中國,中國/江蘇/無錫/江陰,口琴製造/器材/產品資訊/亞太口琴節/華夏口琴節,口琴,器材品牌/活動主辦單位,https://www.facebook.com/EasttopMusic/,https://www.instagram.com/easttopharmonicas/,https://www.youtube.com/@easttopmusic,,,https://www.tiktok.com/@easttopharmonicaofficial,https://easttop-harmonica.com/,,Easttop EAST TOP Jiangsu East Musical Instrument APHF Huaxia Harmonica Festival 口琴 品牌
225,408 Harmonica Ensemble,408 Harmonica Ensemble,團體,香港,香港,香港口琴六重奏/半音階、和弦與倍低音編制/2026首爾國際口琴節比賽與午間音樂會演出,半音階口琴/和弦口琴/倍低音口琴/口琴重奏,國際演出團體/青年團體,,https://www.instagram.com/408.harmonica/,,,,,,,408 Harmonica Ensemble Hong Kong cy_long biscuit_1217 an_arthur__1 char1am_ ryaantheguy windh_y10 香港 口琴 SIHF 2026 lunchtime concert
226,黃志榮 Wesley Wong,Wesley Wong,個人,香港,香港,香港古典半音階口琴家/香港中文大學音樂系口琴演奏主修/亞太口琴節半音階獨奏公開組冠軍/世界口琴節三重奏冠軍/社區與幼兒口琴教育/香港青年口琴樂團創辦人,半音階口琴/口琴重奏,國際演出人員/藝術總監/口琴教育者/社區藝術推廣者,https://www.facebook.com/wesleyharmonica,,,,,,https://abo.gov.hk/en/eventDetail/690,,黃志榮 Wesley Wong classical chromatic harmonica Chinese University of Hong Kong APHF solo champion WHF trio champion educator Hong Kong Youth Harmonica Choir
227,Tancy Liu,Tancy Liu,個人,中國,中國,中國青少年口琴演奏者/六歲已參加第12屆亞太口琴節/藍調、爵士、古典與流行曲風/十孔口琴overblow與半音階口琴演奏/2021與2022 SPAH青年學者/SEYDEL演奏者,十孔口琴/藍調口琴/半音階口琴,國際青少年演出人員/SPAH青年學者/SEYDEL演奏者,https://www.facebook.com/tancy.liu.3,,,,,,,,Tancy Liu 劉恬曦 胖妞 China harmonica APHF 12th SPAH Youth Scholar 2021 2022 SEYDEL diatonic chromatic blues jazz classical overblow
228,臺中一中口琴社校友團,TCFSH Harmonica Alumni Ensemble,團體,臺灣,臺灣/臺中,校友團/公演/中一中口琴社/2026,口琴重奏/合奏,演出團體/活動資訊來源,,https://www.instagram.com/tcfsh_harmonica_alumni/,,,,,,,臺中一中口琴社校友團 2026臺中一中口琴社校友音樂會 中一中口琴社校友會 天琴聲等煙雨 大墩文化中心
229,Hohner Harmonica,Hohner Harmonica,品牌/樂器製造商,德國,德國/國際,口琴製造/產品資訊/演奏推廣/國際社群,口琴,器材品牌,,https://www.instagram.com/hohnerharmonica/,,,,,https://linktr.ee/hohnermusic,,Hohner Harmonica HOHNER 口琴 品牌 德國
230,陳立強 Johnny Chen,Johnny Chen,個人,臺灣,臺灣/臺北,台大藍聲/Dr. Blue/學生重奏/演出,口琴,演出人員/樂團成員,,https://www.instagram.com/harmonica_johnny/,,,,,,,陳立強 Johnny Chen harmonica_johnny 台大藍聲 Dr. Blue Harmonica Ensemble
231,Cube Harmonica Ensemble,Cube Harmonica Ensemble,團體,臺灣,臺灣/彰化,口琴重奏/彰化/演出,口琴重奏/合奏,演出團體,,https://www.instagram.com/cubeharmonicaensemble/,,,,,,,Cube Harmonica Ensemble 彰化 Taiwan 口琴樂團
232,高醫萌風口琴社,KMU Mon Harmonica Club,學校社團,臺灣,臺灣/高雄,高雄醫學大學/學校社團/社課/招生,口琴,學校社團,https://www.facebook.com/kmumonharmonicaclub,https://www.instagram.com/kmu.m.f.harmonica/,,,,,,,高醫萌風口琴社 KMU Mon Harmonica Club 高雄醫學大學 口琴社
233,還沒想好口琴樂團,No Idea Harmonica Ensemble,團體,臺灣,臺灣,學生重奏/新生代團體/演出,半音階/低音/和弦/口琴重奏,演出團體,,https://www.instagram.com/no_idea_harmonica1024/,,,,,,,還沒想好口琴樂團 No Idea Harmonica Ensemble 半音階 Bass Chord
234,Harmonica Addict,Harmonica Addict,教學/資訊入口,香港,香港,半音階/現代爵士/教學/教材,半音階口琴,演出人員/教育者,,https://www.instagram.com/harmonica_addict/,,,,,https://www.gingermuse.com/,,Harmonica Addict chromatic harmonica CUHK BUHK Ginger Muse 教學
235,真南人口琴樂團,The Souther Harmonica Ensemble,團體,臺灣,臺灣,學生重奏/新生代團體/演出,半音階/低音/和弦/口琴重奏,演出團體,,https://www.instagram.com/the_souther__harmonica/,,,,,,,真南人口琴樂團 The Souther Harmonica Ensemble Chromatic Bass Chord
236,Neon Light Harmonica Ensemble,Neon Light Harmonica Ensemble,團體,臺灣,臺灣,臺灣青年口琴重奏/2025海峽兩岸（蕉城）口琴文化週文藝匯演/與天狼星、胖擊及寧德團隊同台/兩岸百人口琴合奏,口琴重奏/口琴合奏,演出團體/兩岸交流團體,,https://www.instagram.com/neonlight_harmonica/,,,,,https://wlt.fujian.gov.cn/wldt/tsdt/202507/t20250721_6969399.htm,,Neon Light Harmonica Ensemble Neon lights neonlight_harmonica 臺灣 口琴樂團 2025 海峽兩岸 蕉城 口琴文化週 福建 寧德 天狼星 胖擊
237,Wilson Liao,Wilson Liao,個人,臺灣,臺灣/臺北,Dr. Blue/學生重奏/演出,口琴,演出人員/樂團成員,,https://www.instagram.com/weiyuliao1/,,,,,,,Wilson Liao weiyuliao1 Dr. Blue Harmonica Ensemble NTU 口琴
238,蔡培婷,Pei-Ting Tsai,個人,臺灣,臺灣/新竹,口琴演奏/學生音樂/個人帳號,口琴,演出人員,,https://www.instagram.com/r83350/,,,,,,,蔡培婷 Pei-Ting Tsai r83350 Harmonica player NYUST NYCU 口琴
239,邴國榮,Bing Guo-Rong,個人,臺灣,臺灣/臺北,Dr. Blue/學生重奏/演出,口琴,演出人員/樂團成員,,https://www.instagram.com/xdgaste/,,,,,,,邴國榮 Bing Guo-Rong xdgaste Dr. Blue Harmonica Ensemble 口琴
240,蔡牧熹,Mu-Xi Tsai,個人,臺灣,臺灣/臺北,Dr. Blue/錄音/學生重奏/演出,和弦口琴,演出人員/樂團成員/錄音工作者,,https://www.instagram.com/mushitsai/,,,,,,,蔡牧熹 Mu-Xi Tsai mushitsai Harmonica chord player Dr. Blue 錄音
241,第五屆華夏（寧德）口琴藝術周,5th Huaxia Harmonica Art Week,國際活動/資訊入口,中國,中國/福建/寧德/蕉城,2025/7/23-27/展演/比賽/音樂會/論壇/大師班/考級,半音階/複音/十孔/重奏/合奏,國際活動來源,,,,,,,https://www.aphfhx.com/information/newsDetail/361718112966979584,,第五屆華夏口琴藝術周 寧德 蕉城 Huaxia Harmonica Art Week 2025
242,遼陽白塔口琴藝術周暨第三屆「白塔杯」口琴大賽,Liaoyang Baita Harmonica Art Week and 3rd Baita Cup,活動/資訊入口,中國,中國/遼寧/遼陽/白塔,2025/8/20-24/口琴大賽/音樂會/考級/文旅交流,半音階/複音/十孔/重奏/合奏,活動來源,,,,,,,https://www.ln.gov.cn/web/qmzx/lnsqmzxxtpsnxd/lnzxd/df/2025082209351475118/index.shtml,,遼陽白塔口琴藝術周 白塔杯 口琴大賽 2025
243,第二屆「敦煌杯」線上口琴大賽,2nd Dunhuang Cup Online Harmonica Competition,比賽/資訊入口,中國,中國/線上,2025線上口琴大賽/評審/報名/賽事資訊,半音階/複音/十孔/重奏/合奏,比賽資訊來源,,,,,,,https://www.aphfhx.com/information/announcementDetail/347951476011454464,,第二屆 敦煌杯 線上口琴大賽 2025 Dunhuang Cup
244,「琴溯伏羲・律動天水」口琴藝術展演,Qinsu Fuxi Harmonica Art Showcase Tianshui,活動/資訊入口,中國,中國/甘肅/天水,2026口琴藝術展演/活動日程/區域交流,口琴/重奏/合奏,活動來源,,,,,,,https://www.aphfhx.com/information/announcementDetail/407401895418511360,,琴溯伏羲 律動天水 口琴藝術展演 2026 天水
245,「琴韻東坡・簧鳴西南」口琴藝術展演,Qinyun Dongpo Harmonica Art Showcase Meishan,活動/資訊入口,中國,中國/四川/眉山/東坡,2026西南口琴藝術展演/報名/區域交流,口琴/重奏/合奏,活動來源,,,,,,,https://www.aphfhx.com/information/announcementDetail/443573180452044800,,琴韻東坡 簧鳴西南 口琴藝術展演 2026 眉山
246,中國大眾音樂協會口琴考級網,China Popular Music Association Harmonica Grading Portal,協會/資訊入口,中國,中國/江蘇/無錫/江陰,口琴考級/考點/考官/教師/教材/考務公告,半音階/複音,官方考級資訊來源,,,,,,,https://kaoshi.harmonica.org.cn/,,中國大眾音樂協會 口琴考級 考點 考官 教師
247,東方口琴博物館,Easttop Harmonica Museum,場館與平台,中國,中國/江蘇/無錫/江陰/祝塘,中國口琴史/口琴館藏/教育推廣/參觀預約,口琴,博物館/文化資訊來源,,,,,,,https://www.harmonica.org.cn/news-show.asp?nlt=111&none=17,,東方口琴博物館 江陰 祝塘 中國口琴史
248,東方口琴樂團,Easttop Harmonica Ensemble,團體,中國,中國/江蘇/無錫/江陰,企業口琴藝術團/大合奏/公益演出,口琴大合奏,演出團體,,,,,,,https://www.harmonica.org.cn/news-show.asp?nlt=111&none=17,,東方口琴樂團 Easttop Harmonica Ensemble 江陰
249,上海豫園口琴樂團,Shanghai Yuyuan Harmonica Ensemble,團體,中國,中國/上海/黃浦/豫園,1981成立/社區口琴教育/民族與交響合奏/國際交流,口琴重奏/合奏,演出團體/教學團體,,,,,,,https://www.harmonica.org.cn/news-show.asp?nlt=103&none=17,,上海豫園口琴樂團 上海大眾口琴會 黃毓千
250,Oritta 奧瑞塔口琴,Oritta Harmonica,品牌/樂器製造商,中國,中國/福建/廈門,半音階口琴/口琴研發/產品與售後資訊,口琴,器材品牌/資訊來源,,,,,,,https://www.oritta.cn/,,Oritta 奧瑞塔 奥瑞塔 口琴 廈門
251,Kongsheng 孔聲口琴,Kongsheng Harmonica,品牌/樂器製造商,中國,中國/江蘇/無錫/江陰,口琴製造/半音階/十孔/複音/產品資訊,半音階/十孔/複音,器材品牌/資訊來源,,,,,,,https://www.kongshengmusic.com/,,Kongsheng 孔聲 孔声 口琴 江陰
252,天鵝口琴,Swan Harmonica,品牌/樂器製造商,中國,中國/江蘇/泰州/靖江,口琴製造/半音階/複音/產品與產業資訊,半音階/複音/十孔,器材品牌/資訊來源,,,,,,,https://www.harmonicas.com.cn/,,Swan 天鵝 天鹅 口琴 江蘇天鵝樂器
253,濟南大眾口琴樂團,Jinan Popular Harmonica Ensemble,團體,中國,中國/山東/濟南,2025成立/城市大眾口琴推廣/合奏,口琴合奏,演出團體/推廣團體,,,,,,,https://www.aphfhx.com/information/industryNewsDetail/361339839879622656,,濟南大眾口琴樂團 Jinan Popular Harmonica Ensemble 2025
254,鄭州大眾口琴樂團,Zhengzhou Popular Harmonica Ensemble,團體,中國,中國/河南/鄭州,2025成立/城市大眾口琴推廣/合奏,口琴合奏,演出團體/推廣團體,,,,,,,https://www.aphfhx.com/information/industryNewsDetail/361339839879622656,,鄭州大眾口琴樂團 Zhengzhou Popular Harmonica Ensemble 2025
255,Cookie Monster 口琴二重奏,Cookie Monster Harmonica Duo,團體,臺灣,臺灣,陳若芸與李沛寧組成的新生代二重奏/臺灣口琴音樂節演出/2025世界口琴節成人二重奏並列第七名（優秀評等）,半音階口琴/口琴二重奏,國際賽事演出團體/青年團體,,https://www.instagram.com/cookiemonster_harmonica/,,,,,https://worldharmonicafestival.de/wp-content/uploads/2025/11/whf-2025_final-results.pdf,,Cookie Monster harmonica duo 陳若芸 李沛寧 THMF WHF 2025 duet seventh outstanding
256,飛飛飛 Triple F,Triple F Harmonica Ensemble,團體,臺灣,臺灣,青年口琴重奏/演出/比賽,半音階/低音/和弦/口琴重奏,演出團體,,https://www.instagram.com/triple.f_harmonica/,,,,,,,飛飛飛 Triple F Harmonica Ensemble 施沛心 口琴重奏
257,施沛心,Pacie Shih,個人,臺灣,臺灣/臺東/高雄,青年演奏/飛飛飛 Triple F/口琴好南/THMF 2026半音階獨奏公開組冠軍/SIHF,半音階/複音,演出人員/樂團成員,,https://www.instagram.com/pei_____shih/,,,,,,,施沛心 Pacie Shih harmonica Triple F THMF 2026 A1 champion SIHF
258,陳若芸,Sabrina Chen,個人,臺灣,臺灣/彰化,Cookie Monster/口琴二重奏/THMF 2026半音階獨奏公開組第五名/WHF,半音階口琴,演出人員/樂團成員,,https://www.instagram.com/sabrinachen820/,,,,,,,陳若芸 Sabrina Chen harmonica player Cookie Monster THMF 2026 A1 fifth WHF
259,李沛寧,Li Pei-ning,個人,臺灣,臺灣,Cookie Monster/口琴二重奏/THMF 2026半音階獨奏公開組季軍/WHF,半音階口琴,演出人員/樂團成員,,https://www.instagram.com/l.p.ning.0404/,,,,,https://laelapsharmonica.com/en/laelaps-club/pei-ning-lee/,,李沛寧 Li Pei-ning Pei Ning Lee harmonica Cookie Monster THMF 2026 A1 third WHF
260,梁芷菁 Steffi Leung,Steffi Leung,個人,香港,香港,半音階/國際賽事/電台主持/Adventure Harmonica Band/2025 世界口琴節二重奏冠軍/THMF 2026 Steffi and Friends,半音階,國際演出人員,,https://www.instagram.com/steffi.leung/,,,,,https://www.steffileung.com/,,梁芷菁 Steffi Leung harmonicist Adventure Harmonica WHF APHF SIHF THMF 2025 世界口琴節 二重奏冠軍 Steffi and Friends 2026
